,reviewContent,sentiment
12610,"The see is not badly, but not a delight. So far not a single update, although there are bugs, and few features can be displayed on the screen. There is no proximity sensor, I am surprised, as it is already the default watch of this level. Some work ferment with errors or failure. The impression on my watch is just a picture, these run are not in the watch.",negative
12611,I haven't received nada,neutral
12612,Mischievous with simple poor prime,negative
12613,"The making bird is really hard and good. I was worried that it would be slippery because the back side is very light, but it's not very slippery the magnetic force is also good, so it sticks well. The button fitting feeling is good, so it is well pressed and the action button is blocked. I think I'll buy extra in other colors.",positive
12614,"USB sticks are different from the picture. Little too bad.
Delivered quickly.",neutral
12615,Very good and fast,positive
12616,The quality of baseus as continuously at the height.,neutral
12617,"Cool year-old, tiny leiter of rosemir, on the hands of the Viglyadat Garno. Well, otherwise all the norms, delivery shvidka",neutral
12618,I liked it very much,positive
12619,I loved it very cute,positive
12620,"Roaring. Presatisfied. Garno, blink, stew. There is a slight third-party odors of vidraz when applied, ale on the side is not vidchutny. Priishov shvidko and not earlobes.",neutral
12621,Fits well. Very satisfied,positive
12622,In the interest of the child. Ordering 2 PCs Swill that squad. Garno packed this category of the year-old. Two salesman,neutral
12623,become the wrong color and the wronf model from the seller.,negative
12624,"It is very black and the gratuity doesn't pull out , after 3 uses there is no tip . used it triad times and had to throw it out .",negative
12625,Cases and the speed of delivery is very satisfied!,positive
12626,Does not equal the size!,negative
12627,"The elastic band was very good, I was involved in it, I took the media rosmir",positive
12628,Failed delivery!!. My lodge did not arrive because I was not at home!!. I want my return!!. talking to the seller for your respective return!!.,negative
12629,As described. Regarding the farm will do.,neutral
12630,The motives is not included without charging the AJE.,neutral
12631,The character came broken and not good quality,negative
12632,"1 didn't care it that it is slippery, the phone in it is unreliable in the hand, the protuberance where the cameras are not high enough, because of which the cameras knock on the table and can be scratched",negative
12633,iodin came to the wrong extent,negative
12634,Great quality didn’t gibe my phone my fault,negative
12635,All Ok. Valise just like in the picture.,neutral
12636,Product Come Broken Glass,neutral
12637,I purchased 2 equals and received them in different shades,neutral
12638,"Medium sound quality, poor microphone. I bought it for meeting role, but without any conditions. I don't filter anything, it select the audio from all over the location.",negative
12639,I didn't notice but I gets it with 120 mb,neutral
12640,It's cool but it beginnings to fade in first day,neutral
12641,Delivery is late but contented,neutral
12642,Tsyle that shvidko arrived.,neutral
12643,Counterfeit. 64GB abilities formatted for 256.,neutral
12644,1A quality exlens dips on my iphone,neutral
12645,"The President came to the Ranish, the Garno was packed, without the posskozhen. Whiglyaday Garno, Meni coupled, chokhol pidishov PID my XR. The need to modifications the hour. Dealer recommend",neutral
12646,"Behind the rosemir of the Misha, in the photographed. Ale and so pratsyu",neutral
12647,Marries. Screen with stain.,neutral
12648,old model but works very well.,positive
12649,"Perfect, incredible fit and good quality",positive
12650,"Car-10 days
Include
Buys Gift",neutral
12651,"The best quality of such cases was expected. It is quite unpleasant to experience this plastic in your hand, the abut have burrs. For some reason, a rather high side is made at the cover, while the front slope protects the screen poorly. I order a similar case a few years ago - it was of a completely different quality, much unspoiled(",negative
12652,"Fast delivery. Well packaged (in bubble wrap). The quality of the materials is not bad. 
 In fact, this is not a toothbrush, but a mini vibrator. With very weak vibration. The brush case on which the buttons are located vibrates. The brush itself (cleaning part) vibrates weakly. You have to use the brush yourself, as usual. Move the brush up and down with your hand along your teeth so that there is an effect. 
 I don't recommend the product. I'll try to return it.",positive
12653,"It is resistant, if you would buy it again even if they dry immediately",neutral
12654,Good quality I highly recommend thank you for your trust,positive
12655,very good value for money.,positive
12656,"Great, great quality for the price and works well, it is a gift but it seems that it meets everything",positive
12657,"Poor quality, the shaping that sticks, easily bends and peels, I to take advantage of the screw grip",negative
12658,Glue well and hold the broom well even in a displacement truck,neutral
12659,so cute just like the picture,positive
12660,"Conforms as is to the description, very good remembering that it is worth 5 € asque quality price very well",positive
12661,Too small for standard pungent flacals,neutral
12662,Everything OK thanks,positive
12663,"Nice material, soft and makes a really good impression",positive
12664,I recommend everything according to the description.,positive
12665,well but not matte as in the pics,neutral
12666,"Its substantial capacity is not 2TB or far
The video register copied in it are corrupted and are no longer reproducible
An article with an excellent presentation and dreadful characteristics",negative
12667,I have received my parcels and the is in one piace,neutral
12668,"normal, I took it at a discounts",neutral
12669,Balls in minimum than 1 week,neutral
12670,totally the items was not in the bag it was missing so I can't enjoyment the others. The seller did not reply to my message.,negative
12671,"Great set, I like it very much. Ordinary transparent glass. The case is good but slippery. And so everything is super, I am very satisfied.",positive
